Source File,Order ID,Customer ID,Order Date,Contact Name,Address,City,Postal Code,Country,Phone,Fax,Product ID,Product Name,Quantity,Unit Price,Total Price
invoice_10258.pdf,10258,ERNSH,2016-07-17,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,7675-3425,7675-3426,5,Chef Anton's Gumbo Mix,65,17.0,2018.6
invoice_10258.pdf,10258,ERNSH,2016-07-17,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,7675-3425,7675-3426,32,Mascarpone Fabioli,6,25.6,2018.6
invoice_10259.pdf,10259,CENTC,2016-07-18,Francisco Chang,Sierras de Granada 9993,México D.F.,05022,Mexico,(5) 555-3392,(5) 555-7293,21,Sir Rodney's Scones,10,8.0,100.8
invoice_10259.pdf,10259,CENTC,2016-07-18,Francisco Chang,Sierras de Granada 9993,México D.F.,05022,Mexico,(5) 555-3392,(5) 555-7293,37,Gravad lax,1,20.8,100.8
invoice_10260.pdf,10260,OTTIK,2016-07-19,Henriette Pfalzheim,Mehrheimerstr. 369,Köln,50739,Germany,0221-0644327,0221-0765721,41,Jack's New England Clam Chowder,16,7.7,1746.2
invoice_10260.pdf,10260,OTTIK,2016-07-19,Henriette Pfalzheim,Mehrheimerstr. 369,Köln,50739,Germany,0221-0644327,0221-0765721,57,Ravioli Angelo,50,15.6,1746.2
invoice_10260.pdf,10260,OTTIK,2016-07-19,Henriette Pfalzheim,Mehrheimerstr. 369,Köln,50739,Germany,0221-0644327,0221-0765721,62,Tarte au sucre,15,39.4,1746.2
invoice_10260.pdf,10260,OTTIK,2016-07-19,Henriette Pfalzheim,Mehrheimerstr. 369,Köln,50739,Germany,0221-0644327,0221-0765721,70,Outback Lager,21,12.0,1746.2
invoice_10261.pdf,10261,QUEDE,2016-07-19,Bernardo Batista,"Rua da Panificadora, 12",Rio de Janeiro,02389-673,Brazil,(21) 555-4252,(21) 555-4545,21,Sir Rodney's Scones,20,8.0,448.0
invoice_10261.pdf,10261,QUEDE,2016-07-19,Bernardo Batista,"Rua da Panificadora, 12",Rio de Janeiro,02389-673,Brazil,(21) 555-4252,(21) 555-4545,35,Steeleye Stout,20,14.4,448.0
invoice_10262.pdf,10262,RATTC,2016-07-22,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,(505) 555-5939,(505) 555-3620,5,Chef Anton's Gumbo Mix,12,17.0,624.8
invoice_10262.pdf,10262,RATTC,2016-07-22,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,(505) 555-5939,(505) 555-3620,7,Uncle Bob's Organic Dried Pears,15,24.0,624.8
invoice_10262.pdf,10262,RATTC,2016-07-22,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,(505) 555-5939,(505) 555-3620,56,Gnocchi di nonna Alice,2,30.4,624.8
invoice_10263.pdf,10263,ERNSH,2016-07-23,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,7675-3425,7675-3426,16,Pavlova,60,13.9,2464.8
invoice_10263.pdf,10263,ERNSH,2016-07-23,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,7675-3425,7675-3426,24,Guaraná Fantástica,28,3.6,2464.8
invoice_10263.pdf,10263,ERNSH,2016-07-23,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,7675-3425,7675-3426,30,Nord-Ost Matjeshering,60,20.7,2464.8
invoice_10263.pdf,10263,ERNSH,2016-07-23,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,7675-3425,7675-3426,74,Longlife Tofu,36,8.0,2464.8
invoice_10264.pdf,10264,FOLKO,2016-07-24,Maria Larsson,Åkergatan 24,Bräcke,S-844 67,Sweden,0695-34 67 21,None,2,Chang,35,15.2,724.5
invoice_10264.pdf,10264,FOLKO,2016-07-24,Maria Larsson,Åkergatan 24,Bräcke,S-844 67,Sweden,0695-34 67 21,None,41,Jack's New England Clam Chowder,25,7.7,724.5
invoice_10265.pdf,10265,BLONP,2016-07-25,Frédérique Citeaux,"24, place Kléber",Strasbourg,67000,France,88.60.15.31,88.60.15.32,17,Alice Mutton,30,31.2,1176.0
invoice_10265.pdf,10265,BLONP,2016-07-25,Frédérique Citeaux,"24, place Kléber",Strasbourg,67000,France,88.60.15.31,88.60.15.32,70,Outback Lager,20,12.0,1176.0
invoice_10266.pdf,10266,WARTH,2016-07-26,Pirkko Koskitalo,Torikatu 38,Oulu,90110,Finland,981-443655,981-443655,12,Queso Manchego La Pastora,12,30.4,364.79999999999995
invoice_10267.pdf,10267,FRANK,2016-07-29,Peter Franken,Berliner Platz 43,München,80805,Germany,089-0877310,089-0877451,40,Boston Crab Meat,50,14.7,4031.0
invoice_10267.pdf,10267,FRANK,2016-07-29,Peter Franken,Berliner Platz 43,München,80805,Germany,089-0877310,089-0877451,59,Raclette Courdavault,70,44.0,4031.0
invoice_10267.pdf,10267,FRANK,2016-07-29,Peter Franken,Berliner Platz 43,München,80805,Germany,089-0877310,089-0877451,76,Lakkalikööri,15,14.4,4031.0
invoice_10268.pdf,10268,GROSR,2016-07-30,Manuel Pereira,5ª Ave. Los Palos Grandes,Caracas,1081,Venezuela,(2) 283-2951,(2) 283-3397,29,Thüringer Rostbratwurst,10,99.0,1101.2
invoice_10268.pdf,10268,GROSR,2016-07-30,Manuel Pereira,5ª Ave. Los Palos Grandes,Caracas,1081,Venezuela,(2) 283-2951,(2) 283-3397,72,Mozzarella di Giovanni,4,27.8,1101.2
invoice_10269.pdf,10269,WHITC,2016-07-31,Karl Jablonski,305 - 14th Ave. S. Suite 3B,Seattle,98128,USA,(206) 555-4112,(206) 555-4115,33,Geitost,60,2.0,676.0
invoice_10269.pdf,10269,WHITC,2016-07-31,Karl Jablonski,305 - 14th Ave. S. Suite 3B,Seattle,98128,USA,(206) 555-4112,(206) 555-4115,72,Mozzarella di Giovanni,20,27.8,676.0
invoice_10270.pdf,10270,WARTH,2016-08-01,Pirkko Koskitalo,Torikatu 38,Oulu,90110,Finland,981-443655,981-443655,36,Inlagd Sill,30,15.2,1376.0
invoice_10270.pdf,10270,WARTH,2016-08-01,Pirkko Koskitalo,Torikatu 38,Oulu,90110,Finland,981-443655,981-443655,43,Ipoh Coffee,25,36.8,1376.0
invoice_10271.pdf,10271,SPLIR,2016-08-01,Art Braunschweiger,P.O. Box 555,Lander,82520,USA,(307) 555-4680,(307) 555-6525,33,Geitost,24,2.0,48.0
invoice_10272.pdf,10272,RATTC,2016-08-02,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,(505) 555-5939,(505) 555-3620,20,Sir Rodney's Marmalade,6,64.8,1456.0
invoice_10272.pdf,10272,RATTC,2016-08-02,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,(505) 555-5939,(505) 555-3620,31,Gorgonzola Telino,40,10.0,1456.0
invoice_10272.pdf,10272,RATTC,2016-08-02,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,(505) 555-5939,(505) 555-3620,72,Mozzarella di Giovanni,24,27.8,1456.0
invoice_10273.pdf,10273,QUICK,2016-08-05,Horst Kloss,Taucherstraße 10,Cunewalde,01307,Germany,0372-035188,None,10,Ikura,24,24.8,2142.4
invoice_10273.pdf,10273,QUICK,2016-08-05,Horst Kloss,Taucherstraße 10,Cunewalde,01307,Germany,0372-035188,None,31,Gorgonzola Telino,15,10.0,2142.4
invoice_10273.pdf,10273,QUICK,2016-08-05,Horst Kloss,Taucherstraße 10,Cunewalde,01307,Germany,0372-035188,None,33,Geitost,20,2.0,2142.4
invoice_10273.pdf,10273,QUICK,2016-08-05,Horst Kloss,Taucherstraße 10,Cunewalde,01307,Germany,0372-035188,None,40,Boston Crab Meat,60,14.7,2142.4
invoice_10273.pdf,10273,QUICK,2016-08-05,Horst Kloss,Taucherstraße 10,Cunewalde,01307,Germany,0372-035188,None,76,Lakkalikööri,33,14.4,2142.4
invoice_10274.pdf,10274,VINET,2016-08-06,Paul Henriot,59 rue de l'Abbaye,Reims,51100,France,26.47.15.10,26.47.15.11,71,Flotemysost,20,17.2,538.6
invoice_10274.pdf,10274,VINET,2016-08-06,Paul Henriot,59 rue de l'Abbaye,Reims,51100,France,26.47.15.10,26.47.15.11,72,Mozzarella di Giovanni,7,27.8,538.6
invoice_10275.pdf,10275,MAGAA,2016-08-07,Giovanni Rovelli,Via Ludovico il Moro 22,Bergamo,24100,Italy,035-640230,035-640231,24,Guaraná Fantástica,12,3.6,307.2
invoice_10275.pdf,10275,MAGAA,2016-08-07,Giovanni Rovelli,Via Ludovico il Moro 22,Bergamo,24100,Italy,035-640230,035-640231,59,Raclette Courdavault,6,44.0,307.2
invoice_10276.pdf,10276,TORTU,2016-08-08,Miguel Angel Paolino,Avda. Azteca 123,México D.F.,05033,Mexico,(5) 555-2933,None,10,Ikura,15,24.8,420.0
invoice_10276.pdf,10276,TORTU,2016-08-08,Miguel Angel Paolino,Avda. Azteca 123,México D.F.,05033,Mexico,(5) 555-2933,None,13,Konbu,10,4.8,420.0
invoice_10277.pdf,10277,MORGK,2016-08-09,Alexander Feuer,Heerstr. 22,Leipzig,04179,Germany,0342-023176,None,28,Rössle Sauerkraut,20,36.4,1200.8
invoice_10277.pdf,10277,MORGK,2016-08-09,Alexander Feuer,Heerstr. 22,Leipzig,04179,Germany,0342-023176,None,62,Tarte au sucre,12,39.4,1200.8
invoice_10278.pdf,10278,BERGS,2016-08-12,Christina Berglund,Berguvsvägen  8,Luleå,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,44,Gula Malacca,16,15.5,1488.8
invoice_10278.pdf,10278,BERGS,2016-08-12,Christina Berglund,Berguvsvägen  8,Luleå,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,59,Raclette Courdavault,15,44.0,1488.8
invoice_10278.pdf,10278,BERGS,2016-08-12,Christina Berglund,Berguvsvägen  8,Luleå,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,63,Vegie-spread,8,35.1,1488.8
invoice_10278.pdf,10278,BERGS,2016-08-12,Christina Berglund,Berguvsvägen  8,Luleå,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,73,Röd Kaviar,25,12.0,1488.8
invoice_10279.pdf,10279,LEHMS,2016-08-13,Renate Messner,Magazinweg 7,Frankfurt a.M.,60528,Germany,069-0245984,069-0245874,17,Alice Mutton,15,31.2,468.0
invoice_10280.pdf,10280,BERGS,2016-08-14,Christina Berglund,Berguvsvägen  8,Luleå,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,24,Guaraná Fantástica,12,3.6,613.2
invoice_10280.pdf,10280,BERGS,2016-08-14,Christina Berglund,Berguvsvägen  8,Luleå,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,55,Pâté chinois,20,19.2,613.2
invoice_10280.pdf,10280,BERGS,2016-08-14,Christina Berglund,Berguvsvägen  8,Luleå,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,75,Rhönbräu Klosterbier,30,6.2,613.2
invoice_10281.pdf,10281,ROMEY,2016-08-14,Alejandra Camino,"Gran Vía, 1",Madrid,28001,Spain,(91) 745 6200,(91) 745 6210,19,Teatime Chocolate Biscuits,1,7.3,86.5
invoice_10281.pdf,10281,ROMEY,2016-08-14,Alejandra Camino,"Gran Vía, 1",Madrid,28001,Spain,(91) 745 6200,(91) 745 6210,24,Guaraná Fantástica,6,3.6,86.5
invoice_10281.pdf,10281,ROMEY,2016-08-14,Alejandra Camino,"Gran Vía, 1",Madrid,28001,Spain,(91) 745 6200,(91) 745 6210,35,Steeleye Stout,4,14.4,86.5
invoice_10282.pdf,10282,ROMEY,2016-08-15,Alejandra Camino,"Gran Vía, 1",Madrid,28001,Spain,(91) 745 6200,(91) 745 6210,30,Nord-Ost Matjeshering,6,20.7,155.39999999999998
invoice_10282.pdf,10282,ROMEY,2016-08-15,Alejandra Camino,"Gran Vía, 1",Madrid,28001,Spain,(91) 745 6200,(91) 745 6210,57,Ravioli Angelo,2,15.6,155.39999999999998
invoice_10283.pdf,10283,LILAS,2016-08-16,Carlos González,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,3508,Venezuela,(9) 331-6954,(9) 331-7256,15,Genen Shouyu,20,12.4,1414.8
invoice_10283.pdf,10283,LILAS,2016-08-16,Carlos González,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,3508,Venezuela,(9) 331-6954,(9) 331-7256,19,Teatime Chocolate Biscuits,18,7.3,1414.8
invoice_10283.pdf,10283,LILAS,2016-08-16,Carlos González,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,3508,Venezuela,(9) 331-6954,(9) 331-7256,60,Camembert Pierrot,35,27.2,1414.8
invoice_10283.pdf,10283,LILAS,2016-08-16,Carlos González,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,3508,Venezuela,(9) 331-6954,(9) 331-7256,72,Mozzarella di Giovanni,3,27.8,1414.8
invoice_10284.pdf,10284,LEHMS,2016-08-19,Renate Messner,Magazinweg 7,Frankfurt a.M.,60528,Germany,069-0245984,069-0245874,27,Schoggi Schokolade,15,35.1,1452.0
invoice_10284.pdf,10284,LEHMS,2016-08-19,Renate Messner,Magazinweg 7,Frankfurt a.M.,60528,Germany,069-0245984,069-0245874,44,Gula Malacca,21,15.5,1452.0
invoice_10284.pdf,10284,LEHMS,2016-08-19,Renate Messner,Magazinweg 7,Frankfurt a.M.,60528,Germany,069-0245984,069-0245874,60,Camembert Pierrot,20,27.2,1452.0
invoice_10284.pdf,10284,LEHMS,2016-08-19,Renate Messner,Magazinweg 7,Frankfurt a.M.,60528,Germany,069-0245984,069-0245874,67,Laughing Lumberjack Lager,5,11.2,1452.0
invoice_10285.pdf,10285,QUICK,2016-08-20,Horst Kloss,Taucherstraße 10,Cunewalde,01307,Germany,0372-035188,None,1,Chai,45,14.4,2179.2
invoice_10285.pdf,10285,QUICK,2016-08-20,Horst Kloss,Taucherstraße 10,Cunewalde,01307,Germany,0372-035188,None,40,Boston Crab Meat,40,14.7,2179.2
invoice_10285.pdf,10285,QUICK,2016-08-20,Horst Kloss,Taucherstraße 10,Cunewalde,01307,Germany,0372-035188,None,53,Perth Pasties,36,26.2,2179.2
invoice_10286.pdf,10286,QUICK,2016-08-21,Horst Kloss,Taucherstraße 10,Cunewalde,01307,Germany,0372-035188,None,35,Steeleye Stout,100,14.4,3016.0
invoice_10286.pdf,10286,QUICK,2016-08-21,Horst Kloss,Taucherstraße 10,Cunewalde,01307,Germany,0372-035188,None,62,Tarte au sucre,40,39.4,3016.0
invoice_10287.pdf,10287,RICAR,2016-08-22,Janete Limeira,"Av. Copacabana, 267",Rio de Janeiro,02389-890,Brazil,(21) 555-3412,None,16,Pavlova,40,13.9,924.0
invoice_10287.pdf,10287,RICAR,2016-08-22,Janete Limeira,"Av. Copacabana, 267",Rio de Janeiro,02389-890,Brazil,(21) 555-3412,None,34,Sasquatch Ale,20,11.2,924.0
invoice_10287.pdf,10287,RICAR,2016-08-22,Janete Limeira,"Av. Copacabana, 267",Rio de Janeiro,02389-890,Brazil,(21) 555-3412,None,46,Spegesild,15,9.6,924.0
invoice_10288.pdf,10288,REGGC,2016-08-23,Maurizio Moroni,Strada Provinciale 124,Reggio Emilia,42100,Italy,0522-556721,0522-556722,54,Tourtière,10,5.9,89.0
invoice_10288.pdf,10288,REGGC,2016-08-23,Maurizio Moroni,Strada Provinciale 124,Reggio Emilia,42100,Italy,0522-556721,0522-556722,68,Scottish Longbreads,3,10.0,89.0
invoice_10289.pdf,10289,BSBEV,2016-08-26,Victoria Ashworth,Fauntleroy Circus,London,EC2 5NT,UK,(171) 555-1212,None,3,Aniseed Syrup,30,8.0,479.4
invoice_10289.pdf,10289,BSBEV,2016-08-26,Victoria Ashworth,Fauntleroy Circus,London,EC2 5NT,UK,(171) 555-1212,None,64,Wimmers gute Semmelknödel,9,26.6,479.4
invoice_10290.pdf,10290,COMMI,2016-08-27,Pedro Afonso,"Av. dos Lusíadas, 23",Sao Paulo,05432-043,Brazil,(11) 555-7647,None,5,Chef Anton's Gumbo Mix,20,17.0,2169.0
invoice_10290.pdf,10290,COMMI,2016-08-27,Pedro Afonso,"Av. dos Lusíadas, 23",Sao Paulo,05432-043,Brazil,(11) 555-7647,None,29,Thüringer Rostbratwurst,15,99.0,2169.0
invoice_10290.pdf,10290,COMMI,2016-08-27,Pedro Afonso,"Av. dos Lusíadas, 23",Sao Paulo,05432-043,Brazil,(11) 555-7647,None,49,Maxilaku,15,16.0,2169.0
invoice_10290.pdf,10290,COMMI,2016-08-27,Pedro Afonso,"Av. dos Lusíadas, 23",Sao Paulo,05432-043,Brazil,(11) 555-7647,None,77,Original Frankfurter grüne Soße,10,10.4,2169.0
invoice_10291.pdf,10291,QUEDE,2016-08-27,Bernardo Batista,"Rua da Panificadora, 12",Rio de Janeiro,02389-673,Brazil,(21) 555-4252,(21) 555-4545,13,Konbu,20,4.8,552.8
invoice_10291.pdf,10291,QUEDE,2016-08-27,Bernardo Batista,"Rua da Panificadora, 12",Rio de Janeiro,02389-673,Brazil,(21) 555-4252,(21) 555-4545,44,Gula Malacca,24,15.5,552.8
invoice_10291.pdf,10291,QUEDE,2016-08-27,Bernardo Batista,"Rua da Panificadora, 12",Rio de Janeiro,02389-673,Brazil,(21) 555-4252,(21) 555-4545,51,Manjimup Dried Apples,2,42.4,552.8
invoice_10292.pdf,10292,TRADH,2016-08-28,Anabela Domingues,"Av. Inês de Castro, 414",Sao Paulo,05634-030,Brazil,(11) 555-2167,(11) 555-2168,20,Sir Rodney's Marmalade,20,64.8,1296.0
invoice_10293.pdf,10293,TORTU,2016-08-29,Miguel Angel Paolino,Avda. Azteca 123,México D.F.,05033,Mexico,(5) 555-2933,None,18,Carnarvon Tigers,12,50.0,848.7
invoice_10293.pdf,10293,TORTU,2016-08-29,Miguel Angel Paolino,Avda. Azteca 123,México D.F.,05033,Mexico,(5) 555-2933,None,24,Guaraná Fantástica,10,3.6,848.7
invoice_10293.pdf,10293,TORTU,2016-08-29,Miguel Angel Paolino,Avda. Azteca 123,México D.F.,05033,Mexico,(5) 555-2933,None,63,Vegie-spread,5,35.1,848.7
invoice_10293.pdf,10293,TORTU,2016-08-29,Miguel Angel Paolino,Avda. Azteca 123,México D.F.,05033,Mexico,(5) 555-2933,None,75,Rhönbräu Klosterbier,6,6.2,848.7
invoice_10294.pdf,10294,RATTC,2016-08-30,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,(505) 555-5939,(505) 555-3620,1,Chai,18,14.4,1887.6
invoice_10294.pdf,10294,RATTC,2016-08-30,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,(505) 555-5939,(505) 555-3620,17,Alice Mutton,15,31.2,1887.6
invoice_10294.pdf,10294,RATTC,2016-08-30,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,(505) 555-5939,(505) 555-3620,43,Ipoh Coffee,15,36.8,1887.6
invoice_10294.pdf,10294,RATTC,2016-08-30,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,(505) 555-5939,(505) 555-3620,60,Camembert Pierrot,21,27.2,1887.6
invoice_10294.pdf,10294,RATTC,2016-08-30,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,(505) 555-5939,(505) 555-3620,75,Rhönbräu Klosterbier,6,6.2,1887.6
invoice_10295.pdf,10295,VINET,2016-09-02,Paul Henriot,59 rue de l'Abbaye,Reims,51100,France,26.47.15.10,26.47.15.11,56,Gnocchi di nonna Alice,4,30.4,121.6
invoice_10296.pdf,10296,LILAS,2016-09-03,Carlos González,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,3508,Venezuela,(9) 331-6954,(9) 331-7256,11,Queso Cabrales,12,16.8,1050.6
invoice_10296.pdf,10296,LILAS,2016-09-03,Carlos González,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,3508,Venezuela,(9) 331-6954,(9) 331-7256,16,Pavlova,30,13.9,1050.6
invoice_10296.pdf,10296,LILAS,2016-09-03,Carlos González,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,3508,Venezuela,(9) 331-6954,(9) 331-7256,69,Gudbrandsdalsost,15,28.8,1050.6
invoice_10297.pdf,10297,BLONP,2016-09-04,Frédérique Citeaux,"24, place Kléber",Strasbourg,67000,France,88.60.15.31,88.60.15.32,39,Chartreuse verte,60,14.4,1420.0
invoice_10297.pdf,10297,BLONP,2016-09-04,Frédérique Citeaux,"24, place Kléber",Strasbourg,67000,France,88.60.15.31,88.60.15.32,72,Mozzarella di Giovanni,20,27.8,1420.0
invoice_10298.pdf,10298,HUNGO,2016-09-05,Patricia McKenna,8 Johnstown Road,Cork,None,Ireland,2967 542,2967 3333,2,Chang,40,15.2,3127.0
invoice_10298.pdf,10298,HUNGO,2016-09-05,Patricia McKenna,8 Johnstown Road,Cork,None,Ireland,2967 542,2967 3333,36,Inlagd Sill,40,15.2,3127.0
invoice_10298.pdf,10298,HUNGO,2016-09-05,Patricia McKenna,8 Johnstown Road,Cork,None,Ireland,2967 542,2967 3333,59,Raclette Courdavault,30,44.0,3127.0
invoice_10298.pdf,10298,HUNGO,2016-09-05,Patricia McKenna,8 Johnstown Road,Cork,None,Ireland,2967 542,2967 3333,62,Tarte au sucre,15,39.4,3127.0
invoice_10299.pdf,10299,RICAR,2016-09-06,Janete Limeira,"Av. Copacabana, 267",Rio de Janeiro,02389-890,Brazil,(21) 555-3412,None,19,Teatime Chocolate Biscuits,15,7.3,349.5
invoice_10299.pdf,10299,RICAR,2016-09-06,Janete Limeira,"Av. Copacabana, 267",Rio de Janeiro,02389-890,Brazil,(21) 555-3412,None,70,Outback Lager,20,12.0,349.5
