Source File,Order ID,Order Date,Customer Name,Product ID,Product Name,Quantity,Unit Price
purchase_orders_10254.pdf,10254,2016-07-11,Yang Wang,74,Longlife Tofu,21,8
purchase_orders_10255.pdf,10255,2016-07-12,Michael Holz,2,Chang,20,15.2
purchase_orders_10255.pdf,10255,2016-07-12,Michael Holz,16,Pavlova,35,13.9
purchase_orders_10255.pdf,10255,2016-07-12,Michael Holz,36,Inlagd Sill,25,15.2
purchase_orders_10255.pdf,10255,2016-07-12,Michael Holz,59,Raclette Courdavault,30,44
purchase_orders_10256.pdf,10256,2016-07-15,Paula Parente,53,Perth Pasties,15,26.2
purchase_orders_10256.pdf,10256,2016-07-15,Paula Parente,77,Original Frankfurter grüne Soße,12,10.4
purchase_orders_10257.pdf,10257,2016-07-16,Carlos Hernández,27,Schoggi Schokolade,25,35.1
purchase_orders_10257.pdf,10257,2016-07-16,Carlos Hernández,39,Chartreuse verte,6,14.4
purchase_orders_10257.pdf,10257,2016-07-16,Carlos Hernández,77,Original Frankfurter grüne Soße,15,10.4
purchase_orders_10258.pdf,10258,2016-07-17,Roland Mendel,2,Chang,50,15.2
purchase_orders_10258.pdf,10258,2016-07-17,Roland Mendel,5,Chef Anton's Gumbo Mix,65,17
purchase_orders_10258.pdf,10258,2016-07-17,Roland Mendel,32,Mascarpone Fabioli,6,25.6
purchase_orders_10259.pdf,10259,2016-07-18,Francisco Chang,21,Sir Rodney's Scones,10,8
purchase_orders_10259.pdf,10259,2016-07-18,Francisco Chang,37,Gravad lax,1,20.8
purchase_orders_10260.pdf,10260,2016-07-19,Henriette Pfalzheim,41,Jack's New England Clam Chowder,16,7.7
purchase_orders_10260.pdf,10260,2016-07-19,Henriette Pfalzheim,57,Ravioli Angelo,50,15.6
purchase_orders_10260.pdf,10260,2016-07-19,Henriette Pfalzheim,62,Tarte au sucre,15,39.4
purchase_orders_10260.pdf,10260,2016-07-19,Henriette Pfalzheim,70,Outback Lager,21,12
purchase_orders_10261.pdf,10261,2016-07-19,Bernardo Batista,21,Sir Rodney's Scones,20,8
purchase_orders_10261.pdf,10261,2016-07-19,Bernardo Batista,35,Steeleye Stout,20,14.4
purchase_orders_10262.pdf,10262,2016-07-22,Paula Wilson,5,Chef Anton's Gumbo Mix,12,17
purchase_orders_10262.pdf,10262,2016-07-22,Paula Wilson,7,Uncle Bob's Organic Dried Pears,15,24
purchase_orders_10262.pdf,10262,2016-07-22,Paula Wilson,56,Gnocchi di nonna Alice,2,30.4
purchase_orders_10263.pdf,10263,2016-07-23,Roland Mendel,16,Pavlova,60,13.9
purchase_orders_10263.pdf,10263,2016-07-23,Roland Mendel,24,Guaraná Fantástica,28,3.6
purchase_orders_10263.pdf,10263,2016-07-23,Roland Mendel,30,Nord-Ost Matjeshering,60,20.7
purchase_orders_10263.pdf,10263,2016-07-23,Roland Mendel,74,Longlife Tofu,36,8
purchase_orders_10264.pdf,10264,2016-07-24,Maria Larsson,2,Chang,35,15.2
purchase_orders_10264.pdf,10264,2016-07-24,Maria Larsson,41,Jack's New England Clam Chowder,25,7.7
purchase_orders_10265.pdf,10265,2016-07-25,Frédérique Citeaux,17,Alice Mutton,30,31.2
purchase_orders_10265.pdf,10265,2016-07-25,Frédérique Citeaux,70,Outback Lager,20,12
purchase_orders_10266.pdf,10266,2016-07-26,Pirkko Koskitalo,12,Queso Manchego La Pastora,12,30.4
purchase_orders_10267.pdf,10267,2016-07-29,Peter Franken,40,Boston Crab Meat,50,14.7
purchase_orders_10267.pdf,10267,2016-07-29,Peter Franken,59,Raclette Courdavault,70,44
purchase_orders_10267.pdf,10267,2016-07-29,Peter Franken,76,Lakkalikööri,15,14.4
purchase_orders_10268.pdf,10268,2016-07-30,Manuel Pereira,29,Thüringer Rostbratwurst,10,99
purchase_orders_10268.pdf,10268,2016-07-30,Manuel Pereira,72,Mozzarella di Giovanni,4,27.8
purchase_orders_10269.pdf,10269,2016-07-31,Karl Jablonski,33,Geitost,60,2
purchase_orders_10269.pdf,10269,2016-07-31,Karl Jablonski,72,Mozzarella di Giovanni,20,27.8
purchase_orders_10270.pdf,10270,2016-08-01,Pirkko Koskitalo,36,Inlagd Sill,30,15.2
purchase_orders_10270.pdf,10270,2016-08-01,Pirkko Koskitalo,43,Ipoh Coffee,25,36.8
purchase_orders_10271.pdf,10271,2016-08-01,Art Braunschweiger,33,Geitost,24,2
purchase_orders_10272.pdf,10272,2016-08-02,Paula Wilson,20,Sir Rodney's Marmalade,6,64.8
purchase_orders_10272.pdf,10272,2016-08-02,Paula Wilson,31,Gorgonzola Telino,40,10
purchase_orders_10272.pdf,10272,2016-08-02,Paula Wilson,72,Mozzarella di Giovanni,24,27.8
purchase_orders_10273.pdf,10273,2016-08-05,Horst Kloss,10,Ikura,24,24.8
purchase_orders_10273.pdf,10273,2016-08-05,Horst Kloss,31,Gorgonzola Telino,15,10
purchase_orders_10273.pdf,10273,2016-08-05,Horst Kloss,33,Geitost,20,2
purchase_orders_10273.pdf,10273,2016-08-05,Horst Kloss,40,Boston Crab Meat,60,14.7
purchase_orders_10273.pdf,10273,2016-08-05,Horst Kloss,76,Lakkalikööri,33,14.4
purchase_orders_10274.pdf,10274,2016-08-06,Paul Henriot,71,Flotemysost,20,17.2
purchase_orders_10274.pdf,10274,2016-08-06,Paul Henriot,72,Mozzarella di Giovanni,7,27.8
purchase_orders_10275.pdf,10275,2016-08-07,Giovanni Rovelli,24,Guaraná Fantástica,12,3.6
purchase_orders_10275.pdf,10275,2016-08-07,Giovanni Rovelli,59,Raclette Courdavault,6,44
purchase_orders_10276.pdf,10276,2016-08-08,Miguel Angel Paolino,10,Ikura,15,24.8
purchase_orders_10276.pdf,10276,2016-08-08,Miguel Angel Paolino,13,Konbu,10,4.8
purchase_orders_10277.pdf,10277,2016-08-09,Alexander Feuer,28,Rössle Sauerkraut,20,36.4
purchase_orders_10277.pdf,10277,2016-08-09,Alexander Feuer,62,Tarte au sucre,12,39.4
purchase_orders_10278.pdf,10278,2016-08-12,Christina Berglund,44,Gula Malacca,16,15.5
purchase_orders_10278.pdf,10278,2016-08-12,Christina Berglund,59,Raclette Courdavault,15,44
purchase_orders_10278.pdf,10278,2016-08-12,Christina Berglund,63,Vegie-spread,8,35.1
purchase_orders_10278.pdf,10278,2016-08-12,Christina Berglund,73,Röd Kaviar,25,12
purchase_orders_10279.pdf,10279,2016-08-13,Renate Messner,17,Alice Mutton,15,31.2
purchase_orders_10280.pdf,10280,2016-08-14,Christina Berglund,24,Guaraná Fantástica,12,3.6
purchase_orders_10280.pdf,10280,2016-08-14,Christina Berglund,55,Pâté chinois,20,19.2
purchase_orders_10280.pdf,10280,2016-08-14,Christina Berglund,75,Rhönbräu Klosterbier,30,6.2
purchase_orders_10281.pdf,10281,2016-08-14,Alejandra Camino,19,Teatime Chocolate Biscuits,1,7.3
purchase_orders_10281.pdf,10281,2016-08-14,Alejandra Camino,24,Guaraná Fantástica,6,3.6
purchase_orders_10281.pdf,10281,2016-08-14,Alejandra Camino,35,Steeleye Stout,4,14.4
purchase_orders_10282.pdf,10282,2016-08-15,Alejandra Camino,30,Nord-Ost Matjeshering,6,20.7
purchase_orders_10282.pdf,10282,2016-08-15,Alejandra Camino,57,Ravioli Angelo,2,15.6
purchase_orders_10283.pdf,10283,2016-08-16,Carlos González,15,Genen Shouyu,20,12.4
purchase_orders_10283.pdf,10283,2016-08-16,Carlos González,19,Teatime Chocolate Biscuits,18,7.3
purchase_orders_10283.pdf,10283,2016-08-16,Carlos González,60,Camembert Pierrot,35,27.2
purchase_orders_10283.pdf,10283,2016-08-16,Carlos González,72,Mozzarella di Giovanni,3,27.8
purchase_orders_10284.pdf,10284,2016-08-19,Renate Messner,27,Schoggi Schokolade,15,35.1
purchase_orders_10284.pdf,10284,2016-08-19,Renate Messner,44,Gula Malacca,21,15.5
purchase_orders_10284.pdf,10284,2016-08-19,Renate Messner,60,Camembert Pierrot,20,27.2
purchase_orders_10284.pdf,10284,2016-08-19,Renate Messner,67,Laughing Lumberjack Lager,5,11.2
purchase_orders_10285.pdf,10285,2016-08-20,Horst Kloss,1,Chai,45,14.4
purchase_orders_10285.pdf,10285,2016-08-20,Horst Kloss,40,Boston Crab Meat,40,14.7
purchase_orders_10285.pdf,10285,2016-08-20,Horst Kloss,53,Perth Pasties,36,26.2
purchase_orders_10286.pdf,10286,2016-08-21,Horst Kloss,35,Steeleye Stout,100,14.4
purchase_orders_10286.pdf,10286,2016-08-21,Horst Kloss,62,Tarte au sucre,40,39.4
purchase_orders_10287.pdf,10287,2016-08-22,Janete Limeira,16,Pavlova,40,13.9
purchase_orders_10287.pdf,10287,2016-08-22,Janete Limeira,34,Sasquatch Ale,20,11.2
purchase_orders_10287.pdf,10287,2016-08-22,Janete Limeira,46,Spegesild,15,9.6
purchase_orders_10288.pdf,10288,2016-08-23,Maurizio Moroni,54,Tourtière,10,5.9
purchase_orders_10288.pdf,10288,2016-08-23,Maurizio Moroni,68,Scottish Longbreads,3,10
purchase_orders_10289.pdf,10289,2016-08-26,Victoria Ashworth,3,Aniseed Syrup,30,8
purchase_orders_10289.pdf,10289,2016-08-26,Victoria Ashworth,64,Wimmers gute Semmelknödel,9,26.6
purchase_orders_10290.pdf,10290,2016-08-27,Pedro Afonso,5,Chef Anton's Gumbo Mix,20,17
purchase_orders_10290.pdf,10290,2016-08-27,Pedro Afonso,29,Thüringer Rostbratwurst,15,99
purchase_orders_10290.pdf,10290,2016-08-27,Pedro Afonso,49,Maxilaku,15,16
purchase_orders_10290.pdf,10290,2016-08-27,Pedro Afonso,77,Original Frankfurter grüne Soße,10,10.4
purchase_orders_10291.pdf,10291,2016-08-27,Bernardo Batista,13,Konbu,20,4.8
purchase_orders_10291.pdf,10291,2016-08-27,Bernardo Batista,44,Gula Malacca,24,15.5
purchase_orders_10291.pdf,10291,2016-08-27,Bernardo Batista,51,Manjimup Dried Apples,2,42.4
purchase_orders_10292.pdf,10292,2016-08-28,Anabela Domingues,20,Sir Rodney's Marmalade,20,64.8
purchase_orders_10293.pdf,10293,2016-08-29,Miguel Angel Paolino,18,Carnarvon Tigers,12,50
purchase_orders_10293.pdf,10293,2016-08-29,Miguel Angel Paolino,24,Guaraná Fantástica,10,3.6
purchase_orders_10293.pdf,10293,2016-08-29,Miguel Angel Paolino,63,Vegie-spread,5,35.1
purchase_orders_10293.pdf,10293,2016-08-29,Miguel Angel Paolino,75,Rhönbräu Klosterbier,6,6.2
purchase_orders_10294.pdf,10294,2016-08-30,Paula Wilson,1,Chai,18,14.4
purchase_orders_10294.pdf,10294,2016-08-30,Paula Wilson,17,Alice Mutton,15,31.2
purchase_orders_10294.pdf,10294,2016-08-30,Paula Wilson,43,Ipoh Coffee,15,36.8
purchase_orders_10294.pdf,10294,2016-08-30,Paula Wilson,60,Camembert Pierrot,21,27.2
purchase_orders_10294.pdf,10294,2016-08-30,Paula Wilson,75,Rhönbräu Klosterbier,6,6.2
purchase_orders_10295.pdf,10295,2016-09-02,Paul Henriot,56,Gnocchi di nonna Alice,4,30.4
purchase_orders_10296.pdf,10296,2016-09-03,Carlos González,11,Queso Cabrales,12,16.8
purchase_orders_10296.pdf,10296,2016-09-03,Carlos González,16,Pavlova,30,13.9
purchase_orders_10296.pdf,10296,2016-09-03,Carlos González,69,Gudbrandsdalsost,15,28.8
purchase_orders_10297.pdf,10297,2016-09-04,Frédérique Citeaux,39,Chartreuse verte,60,14.4
purchase_orders_10297.pdf,10297,2016-09-04,Frédérique Citeaux,72,Mozzarella di Giovanni,20,27.8
purchase_orders_10298.pdf,10298,2016-09-05,Patricia McKenna,2,Chang,40,15.2
purchase_orders_10298.pdf,10298,2016-09-05,Patricia McKenna,36,Inlagd Sill,40,15.2
purchase_orders_10298.pdf,10298,2016-09-05,Patricia McKenna,59,Raclette Courdavault,30,44
purchase_orders_10298.pdf,10298,2016-09-05,Patricia McKenna,62,Tarte au sucre,15,39.4
purchase_orders_10299.pdf,10299,2016-09-06,Janete Limeira,19,Teatime Chocolate Biscuits,15,7.3
purchase_orders_10299.pdf,10299,2016-09-06,Janete Limeira,70,Outback Lager,20,12
purchase_orders_10300.pdf,10300,2016-09-09,Giovanni Rovelli,66,Louisiana Hot Spiced Okra,30,13.6
purchase_orders_10300.pdf,10300,2016-09-09,Giovanni Rovelli,68,Scottish Longbreads,20,10
purchase_orders_10301.pdf,10301,2016-09-09,Rita Müller,40,Boston Crab Meat,10,14.7
purchase_orders_10301.pdf,10301,2016-09-09,Rita Müller,56,Gnocchi di nonna Alice,20,30.4
purchase_orders_10302.pdf,10302,2016-09-10,Pascale Cartrain,17,Alice Mutton,40,31.2
purchase_orders_10302.pdf,10302,2016-09-10,Pascale Cartrain,28,Rössle Sauerkraut,28,36.4
purchase_orders_10302.pdf,10302,2016-09-10,Pascale Cartrain,43,Ipoh Coffee,12,36.8
purchase_orders_10303.pdf,10303,2016-09-11,José Pedro Freyre,40,Boston Crab Meat,40,14.7
purchase_orders_10303.pdf,10303,2016-09-11,José Pedro Freyre,65,Louisiana Fiery Hot Pepper Sauce,30,16.8
purchase_orders_10303.pdf,10303,2016-09-11,José Pedro Freyre,68,Scottish Longbreads,15,10
purchase_orders_10304.pdf,10304,2016-09-12,Miguel Angel Paolino,49,Maxilaku,30,16
purchase_orders_10304.pdf,10304,2016-09-12,Miguel Angel Paolino,59,Raclette Courdavault,10,44
purchase_orders_10304.pdf,10304,2016-09-12,Miguel Angel Paolino,71,Flotemysost,2,17.2
purchase_orders_10305.pdf,10305,2016-09-13,Rene Phillips,18,Carnarvon Tigers,25,50
purchase_orders_10305.pdf,10305,2016-09-13,Rene Phillips,29,Thüringer Rostbratwurst,25,99
purchase_orders_10305.pdf,10305,2016-09-13,Rene Phillips,39,Chartreuse verte,30,14.4
purchase_orders_10306.pdf,10306,2016-09-16,Alejandra Camino,30,Nord-Ost Matjeshering,10,20.7
purchase_orders_10306.pdf,10306,2016-09-16,Alejandra Camino,53,Perth Pasties,10,26.2
purchase_orders_10306.pdf,10306,2016-09-16,Alejandra Camino,54,Tourtière,5,5.9
purchase_orders_10307.pdf,10307,2016-09-17,Fran Wilson,62,Tarte au sucre,10,39.4
purchase_orders_10307.pdf,10307,2016-09-17,Fran Wilson,68,Scottish Longbreads,3,10
purchase_orders_10308.pdf,10308,2016-09-18,Ana Trujillo,69,Gudbrandsdalsost,1,28.8
purchase_orders_10308.pdf,10308,2016-09-18,Ana Trujillo,70,Outback Lager,5,12
purchase_orders_10309.pdf,10309,2016-09-19,Patricia McKenna,4,Chef Anton's Cajun Seasoning,20,17.6
purchase_orders_10309.pdf,10309,2016-09-19,Patricia McKenna,6,Grandma's Boysenberry Spread,30,20
purchase_orders_10309.pdf,10309,2016-09-19,Patricia McKenna,42,Singaporean Hokkien Fried Mee,2,11.2
purchase_orders_10309.pdf,10309,2016-09-19,Patricia McKenna,43,Ipoh Coffee,20,36.8
purchase_orders_10309.pdf,10309,2016-09-19,Patricia McKenna,71,Flotemysost,3,17.2
purchase_orders_10310.pdf,10310,2016-09-20,Liz Nixon,16,Pavlova,10,13.9
purchase_orders_10310.pdf,10310,2016-09-20,Liz Nixon,62,Tarte au sucre,5,39.4
purchase_orders_10311.pdf,10311,2016-09-20,Janine Labrune,42,Singaporean Hokkien Fried Mee,6,11.2
purchase_orders_10311.pdf,10311,2016-09-20,Janine Labrune,69,Gudbrandsdalsost,7,28.8
purchase_orders_10312.pdf,10312,2016-09-23,Rita Müller,28,Rössle Sauerkraut,4,36.4
purchase_orders_10312.pdf,10312,2016-09-23,Rita Müller,43,Ipoh Coffee,24,36.8
purchase_orders_10312.pdf,10312,2016-09-23,Rita Müller,53,Perth Pasties,20,26.2
purchase_orders_10312.pdf,10312,2016-09-23,Rita Müller,75,Rhönbräu Klosterbier,10,6.2
purchase_orders_10313.pdf,10313,2016-09-24,Horst Kloss,36,Inlagd Sill,12,15.2
purchase_orders_10314.pdf,10314,2016-09-25,Paula Wilson,32,Mascarpone Fabioli,40,25.6
purchase_orders_10314.pdf,10314,2016-09-25,Paula Wilson,58,Escargots de Bourgogne,30,10.6
purchase_orders_10314.pdf,10314,2016-09-25,Paula Wilson,62,Tarte au sucre,25,39.4
purchase_orders_10315.pdf,10315,2016-09-26,Helen Bennett,34,Sasquatch Ale,14,11.2
purchase_orders_10315.pdf,10315,2016-09-26,Helen Bennett,70,Outback Lager,30,12
purchase_orders_10316.pdf,10316,2016-09-27,Paula Wilson,41,Jack's New England Clam Chowder,10,7.7
purchase_orders_10316.pdf,10316,2016-09-27,Paula Wilson,62,Tarte au sucre,70,39.4
purchase_orders_10317.pdf,10317,2016-09-30,Fran Wilson,1,Chai,20,14.4
purchase_orders_10318.pdf,10318,2016-10-01,Helen Bennett,41,Jack's New England Clam Chowder,20,7.7
purchase_orders_10318.pdf,10318,2016-10-01,Helen Bennett,76,Lakkalikööri,6,14.4
purchase_orders_10319.pdf,10319,2016-10-02,Miguel Angel Paolino,17,Alice Mutton,8,31.2
purchase_orders_10319.pdf,10319,2016-10-02,Miguel Angel Paolino,28,Rössle Sauerkraut,14,36.4
purchase_orders_10319.pdf,10319,2016-10-02,Miguel Angel Paolino,76,Lakkalikööri,30,14.4
purchase_orders_10320.pdf,10320,2016-10-03,Pirkko Koskitalo,71,Flotemysost,30,17.2
purchase_orders_10321.pdf,10321,2016-10-03,Helen Bennett,35,Steeleye Stout,10,14.4
purchase_orders_10322.pdf,10322,2016-10-04,Guillermo Fernández,52,Filo Mix,20,5.6
purchase_orders_10323.pdf,10323,2016-10-07,Philip Cramer,15,Genen Shouyu,5,12.4
purchase_orders_10323.pdf,10323,2016-10-07,Philip Cramer,25,NuNuCa Nuß-Nougat-Creme,4,11.2
purchase_orders_10323.pdf,10323,2016-10-07,Philip Cramer,39,Chartreuse verte,4,14.4
purchase_orders_10324.pdf,10324,2016-10-08,Jose Pavarotti,16,Pavlova,21,13.9
purchase_orders_10324.pdf,10324,2016-10-08,Jose Pavarotti,35,Steeleye Stout,70,14.4
purchase_orders_10324.pdf,10324,2016-10-08,Jose Pavarotti,46,Spegesild,30,9.6
purchase_orders_10324.pdf,10324,2016-10-08,Jose Pavarotti,59,Raclette Courdavault,40,44
purchase_orders_10324.pdf,10324,2016-10-08,Jose Pavarotti,63,Vegie-spread,80,35.1
purchase_orders_10325.pdf,10325,2016-10-09,Philip Cramer,6,Grandma's Boysenberry Spread,6,20
purchase_orders_10325.pdf,10325,2016-10-09,Philip Cramer,13,Konbu,12,4.8
purchase_orders_10325.pdf,10325,2016-10-09,Philip Cramer,14,Tofu,9,18.6
purchase_orders_10325.pdf,10325,2016-10-09,Philip Cramer,31,Gorgonzola Telino,4,10
purchase_orders_10325.pdf,10325,2016-10-09,Philip Cramer,72,Mozzarella di Giovanni,40,27.8
purchase_orders_10326.pdf,10326,2016-10-10,Martín Sommer,4,Chef Anton's Cajun Seasoning,24,17.6
purchase_orders_10326.pdf,10326,2016-10-10,Martín Sommer,57,Ravioli Angelo,16,15.6
purchase_orders_10326.pdf,10326,2016-10-10,Martín Sommer,75,Rhönbräu Klosterbier,50,6.2
purchase_orders_10327.pdf,10327,2016-10-11,Maria Larsson,2,Chang,25,15.2
purchase_orders_10327.pdf,10327,2016-10-11,Maria Larsson,11,Queso Cabrales,50,16.8
purchase_orders_10327.pdf,10327,2016-10-11,Maria Larsson,30,Nord-Ost Matjeshering,35,20.7
purchase_orders_10327.pdf,10327,2016-10-11,Maria Larsson,58,Escargots de Bourgogne,30,10.6
purchase_orders_10328.pdf,10328,2016-10-14,Lino Rodriguez,59,Raclette Courdavault,9,44
purchase_orders_10328.pdf,10328,2016-10-14,Lino Rodriguez,65,Louisiana Fiery Hot Pepper Sauce,40,16.8
purchase_orders_10328.pdf,10328,2016-10-14,Lino Rodriguez,68,Scottish Longbreads,10,10
purchase_orders_10329.pdf,10329,2016-10-15,Art Braunschweiger,19,Teatime Chocolate Biscuits,10,7.3
purchase_orders_10329.pdf,10329,2016-10-15,Art Braunschweiger,30,Nord-Ost Matjeshering,8,20.7
purchase_orders_10329.pdf,10329,2016-10-15,Art Braunschweiger,38,Côte de Blaye,20,210.8
purchase_orders_10329.pdf,10329,2016-10-15,Art Braunschweiger,56,Gnocchi di nonna Alice,12,30.4
purchase_orders_10330.pdf,10330,2016-10-16,Carlos González,26,Gumbär Gummibärchen,50,24.9
purchase_orders_10330.pdf,10330,2016-10-16,Carlos González,72,Mozzarella di Giovanni,25,27.8
purchase_orders_10331.pdf,10331,2016-10-16,Laurence Lebihan,54,Tourtière,15,5.9
purchase_orders_10332.pdf,10332,2016-10-17,Jean Fresnière,18,Carnarvon Tigers,40,50
purchase_orders_10332.pdf,10332,2016-10-17,Jean Fresnière,42,Singaporean Hokkien Fried Mee,10,11.2
purchase_orders_10332.pdf,10332,2016-10-17,Jean Fresnière,47,Zaanse koeken,16,7.6
purchase_orders_10333.pdf,10333,2016-10-18,Pirkko Koskitalo,14,Tofu,10,18.6
purchase_orders_10333.pdf,10333,2016-10-18,Pirkko Koskitalo,21,Sir Rodney's Scones,10,8
purchase_orders_10333.pdf,10333,2016-10-18,Pirkko Koskitalo,71,Flotemysost,40,17.2
purchase_orders_10334.pdf,10334,2016-10-21,Mary Saveley,52,Filo Mix,8,5.6
purchase_orders_10334.pdf,10334,2016-10-21,Mary Saveley,68,Scottish Longbreads,10,10
purchase_orders_10335.pdf,10335,2016-10-22,Patricia McKenna,2,Chang,7,15.2
purchase_orders_10335.pdf,10335,2016-10-22,Patricia McKenna,31,Gorgonzola Telino,25,10
purchase_orders_10335.pdf,10335,2016-10-22,Patricia McKenna,32,Mascarpone Fabioli,6,25.6
purchase_orders_10335.pdf,10335,2016-10-22,Patricia McKenna,51,Manjimup Dried Apples,48,42.4
purchase_orders_10336.pdf,10336,2016-10-23,Isabel de Castro,4,Chef Anton's Cajun Seasoning,18,17.6
purchase_orders_10337.pdf,10337,2016-10-24,Peter Franken,23,Tunnbröd,40,7.2
purchase_orders_10337.pdf,10337,2016-10-24,Peter Franken,26,Gumbär Gummibärchen,24,24.9
purchase_orders_10337.pdf,10337,2016-10-24,Peter Franken,36,Inlagd Sill,20,15.2
purchase_orders_10337.pdf,10337,2016-10-24,Peter Franken,37,Gravad lax,28,20.8
purchase_orders_10337.pdf,10337,2016-10-24,Peter Franken,72,Mozzarella di Giovanni,25,27.8
purchase_orders_10338.pdf,10338,2016-10-25,Rene Phillips,17,Alice Mutton,20,31.2
purchase_orders_10338.pdf,10338,2016-10-25,Rene Phillips,30,Nord-Ost Matjeshering,15,20.7
purchase_orders_10339.pdf,10339,2016-10-28,Jean Fresnière,4,Chef Anton's Cajun Seasoning,10,17.6
purchase_orders_10339.pdf,10339,2016-10-28,Jean Fresnière,17,Alice Mutton,70,31.2
purchase_orders_10339.pdf,10339,2016-10-28,Jean Fresnière,62,Tarte au sucre,28,39.4
purchase_orders_10340.pdf,10340,2016-10-29,Laurence Lebihan,18,Carnarvon Tigers,20,50
purchase_orders_10340.pdf,10340,2016-10-29,Laurence Lebihan,41,Jack's New England Clam Chowder,12,7.7
purchase_orders_10340.pdf,10340,2016-10-29,Laurence Lebihan,43,Ipoh Coffee,40,36.8
purchase_orders_10341.pdf,10341,2016-10-29,Jytte Petersen,33,Geitost,8,2
purchase_orders_10341.pdf,10341,2016-10-29,Jytte Petersen,59,Raclette Courdavault,9,44
purchase_orders_10342.pdf,10342,2016-10-30,Peter Franken,2,Chang,24,15.2
purchase_orders_10342.pdf,10342,2016-10-30,Peter Franken,31,Gorgonzola Telino,56,10
purchase_orders_10342.pdf,10342,2016-10-30,Peter Franken,36,Inlagd Sill,40,15.2
purchase_orders_10342.pdf,10342,2016-10-30,Peter Franken,55,Pâté chinois,40,19.2
purchase_orders_10343.pdf,10343,2016-10-31,Renate Messner,64,Wimmers gute Semmelknödel,50,26.6
purchase_orders_10343.pdf,10343,2016-10-31,Renate Messner,68,Scottish Longbreads,4,10
purchase_orders_10343.pdf,10343,2016-10-31,Renate Messner,76,Lakkalikööri,15,14.4
purchase_orders_10344.pdf,10344,2016-11-01,Karl Jablonski,4,Chef Anton's Cajun Seasoning,35,17.6
purchase_orders_10344.pdf,10344,2016-11-01,Karl Jablonski,8,Northwoods Cranberry Sauce,70,32
purchase_orders_10345.pdf,10345,2016-11-04,Horst Kloss,8,Northwoods Cranberry Sauce,70,32
purchase_orders_10345.pdf,10345,2016-11-04,Horst Kloss,19,Teatime Chocolate Biscuits,80,7.3
purchase_orders_10345.pdf,10345,2016-11-04,Horst Kloss,42,Singaporean Hokkien Fried Mee,9,11.2
purchase_orders_10346.pdf,10346,2016-11-05,Paula Wilson,17,Alice Mutton,36,31.2
purchase_orders_10346.pdf,10346,2016-11-05,Paula Wilson,56,Gnocchi di nonna Alice,20,30.4
purchase_orders_10347.pdf,10347,2016-11-06,Aria Cruz,25,NuNuCa Nuß-Nougat-Creme,10,11.2
purchase_orders_10347.pdf,10347,2016-11-06,Aria Cruz,39,Chartreuse verte,50,14.4
purchase_orders_10347.pdf,10347,2016-11-06,Aria Cruz,40,Boston Crab Meat,4,14.7
purchase_orders_10347.pdf,10347,2016-11-06,Aria Cruz,75,Rhönbräu Klosterbier,6,6.2
purchase_orders_10348.pdf,10348,2016-11-07,Rita Müller,1,Chai,15,14.4
purchase_orders_10348.pdf,10348,2016-11-07,Rita Müller,23,Tunnbröd,25,7.2
purchase_orders_10349.pdf,10349,2016-11-08,Art Braunschweiger,54,Tourtière,24,5.9
purchase_orders_10350.pdf,10350,2016-11-11,Annette Roulet,50,Valkoinen suklaa,15,13
purchase_orders_10350.pdf,10350,2016-11-11,Annette Roulet,69,Gudbrandsdalsost,18,28.8
